x,y,species cloglog values
362.0,362.0,0.39088544
363.0,363.0,0.45518807
364.0,364.0,0.22098453
365.0,365.0,0.38516036
366.0,366.0,0.56809545
367.0,367.0,0.4119075
368.0,368.0,0.5031096
369.0,369.0,0.0041118325
370.0,370.0,0.0013400662
371.0,371.0,0.0046181423
372.0,372.0,0.009930139
373.0,373.0,0.026271226
374.0,374.0,0.01003929
375.0,375.0,0.011971201
376.0,376.0,0.02476207
377.0,377.0,0.07789063
378.0,378.0,0.3551208
379.0,379.0,0.1547368
380.0,380.0,0.86694217
381.0,381.0,0.13854349
382.0,382.0,0.4731484
383.0,383.0,0.16948928
384.0,384.0,0.020282006
385.0,385.0,0.049716137
386.0,386.0,0.078674614
387.0,387.0,0.11102664
388.0,388.0,0.073274344
389.0,389.0,0.050968263
390.0,390.0,0.016993739
391.0,391.0,0.014452216
392.0,392.0,0.07627739
393.0,393.0,0.04972492
394.0,394.0,0.014395615
395.0,395.0,0.0043330747
396.0,396.0,1.5985986E-4
397.0,397.0,3.0738383E-4
398.0,398.0,0.0013958587
399.0,399.0,0.05149774
400.0,400.0,0.025201367
401.0,401.0,0.0061391955
402.0,402.0,9.6517033E-4
403.0,403.0,2.3140405E-4
404.0,404.0,6.957406E-4
405.0,405.0,9.622257E-5
406.0,406.0,4.8187965E-5
407.0,407.0,3.1646134E-5
408.0,408.0,1.9919755E-5
409.0,409.0,1.7812094E-4
410.0,410.0,0.0846824
411.0,411.0,0.036164407
412.0,412.0,0.22913937
413.0,413.0,0.6656762
414.0,414.0,0.4462935
415.0,415.0,0.25945526
416.0,416.0,0.47154638
417.0,417.0,0.0065366244
418.0,418.0,0.015417334
419.0,419.0,0.046912324
420.0,420.0,0.41393527
421.0,421.0,0.4526245
422.0,422.0,0.43418923
423.0,423.0,0.60537213
424.0,424.0,0.40504426
425.0,425.0,0.07007818
426.0,426.0,0.035856888
427.0,427.0,0.06315132
428.0,428.0,0.11015337
429.0,429.0,0.049317084
430.0,430.0,0.12789813
431.0,431.0,0.17548066
432.0,432.0,0.45697358
433.0,433.0,0.15705934
434.0,434.0,0.006266188
435.0,435.0,0.098464094
436.0,436.0,0.043309703
437.0,437.0,0.112969525
438.0,438.0,0.011212383
439.0,439.0,0.0017220048
440.0,440.0,0.010311171
441.0,441.0,0.21187717
442.0,442.0,0.34131774
443.0,443.0,0.05705007
444.0,444.0,0.004790076
445.0,445.0,0.0025863573
446.0,446.0,1.8548664E-4
447.0,447.0,0.0010083694
448.0,448.0,0.0039683296
449.0,449.0,0.017481023
450.0,450.0,0.17188662
451.0,451.0,0.0122158555
452.0,452.0,0.007327025
453.0,453.0,0.0018871883
454.0,454.0,6.440258E-4
455.0,455.0,2.4088779E-4
456.0,456.0,1.09372675E-4
457.0,457.0,5.286729E-4
458.0,458.0,0.001976773
459.0,459.0,0.005731055
460.0,460.0,0.06485674
461.0,461.0,0.21292537
462.0,462.0,0.1515773
463.0,463.0,0.1070099
464.0,464.0,0.5470621
465.0,465.0,0.34750426
466.0,466.0,0.099501655
467.0,467.0,0.57056636
468.0,468.0,0.29091048
469.0,469.0,0.37966415
470.0,470.0,0.026361559
471.0,471.0,0.03496139
472.0,472.0,0.11370804
473.0,473.0,0.33886972
474.0,474.0,0.11306805
475.0,475.0,0.15857641
476.0,476.0,0.123896666
477.0,477.0,0.035959993
478.0,478.0,0.42440027
479.0,479.0,0.41197124
480.0,480.0,0.37163064
481.0,481.0,0.37432265
482.0,482.0,0.23318201
483.0,483.0,0.21249163
